# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

damagedelay.entity:6546b879-8afc-42a8-9ade-62c69143d483, boolean, 00
damagedelay.entity:677a3b72-f3f7-4dd1-9072-31ec8d92b64a, boolean, 00
damagedelay.entity:70c2ef22-1c1c-4da4-aa5f-7de9223cc8d9, boolean, 00
damagedelay.entity:7938062e-7601-432f-8e43-2d1bff403204, boolean, 00
damagedelay.entity:7ca3d6a8-f483-4a55-b076-491dc2d40162, boolean, 00
damagedelay.entity:7dc050dd-55dd-4198-bb4c-ad29b664dfbc, boolean, 00
damagedelay.entity:831459ce-4d25-492f-afbf-bf03f0632704, boolean, 00
damagedelay.entity:834a3783-47db-4585-b987-cd63b7c03a2f, boolean, 00
damagedelay.entity:83b5ad86-a457-44fa-84e5-236a0dddd7b9, boolean, 00
damagedelay.entity:888a2f06-388f-4be6-b7a5-67f084d21234, boolean, 00
damagedelay.entity:894d3bdd-af24-4c2d-85a1-1ac6ff402524, boolean, 00
damagedelay.entity:8e76fa12-d08e-42d3-98d7-3e28a96f1697, boolean, 00
damagedelay.entity:96114a0c-14a3-416a-98ea-a45dc2569400, boolean, 00
damagedelay.entity:990ea914-8f18-476e-9265-4587eb058796, boolean, 00
damagedelay.entity:9a79e454-4e12-4b7c-93dd-8f39515d5ac7, boolean, 00
damagedelay.entity:a6339f95-78ea-4b78-972d-e927aaaf38d5, boolean, 00
damagedelay.entity:ad02a616-ec8b-49e0-947a-38bd186fd9de, boolean, 00
damagedelay.entity:b1018e18-0860-4bdb-8b5c-2d2fe58ed1a9, boolean, 00
damagedelay.entity:b1c054ad-1eb8-457c-b464-101c06e84e63, boolean, 00
damagedelay.entity:b9ca5ff9-08fb-468b-9790-18799596e5b8, boolean, 00
damagedelay.entity:c02b8f27-b7a7-47d5-9d82-3a89614b4822, boolean, 00
damagedelay.entity:c1358523-0bff-48fe-98e9-767ac236949a, boolean, 00
damagedelay.entity:c2965237-6802-46a5-b634-2ab43939232f, boolean, 00
damagedelay.entity:c411ae4d-54a8-4e51-99dc-4f081b00ff5d, boolean, 00
damagedelay.entity:d7c9fd98-61c1-4248-ad2d-67ea50e86efc, boolean, 00
damagedelay.entity:d7ce2353-8d15-4fb6-b060-cc1592c3169a, boolean, 00
damagedelay.entity:d94e06eb-e0db-4c70-90e8-0c0b81301376, boolean, 00
damagedelay.entity:da9e4362-3bbb-456b-9aa1-b1221aec43f3, boolean, 00
damagedelay.entity:dc6219fb-620d-4fa4-858e-fc096a715021, boolean, 00
damagedelay.entity:e50c0940-51bc-44dc-83ca-e7afc8645558, boolean, 00
damagedelay.entity:e7b3492c-9dc2-471e-b0e6-b9572336dd36, boolean, 00
damagedelay.entity:ec4655fa-8191-4c47-ac67-5dd17a63908a, boolean, 00
damagedelay.entity:f2175940-d0ce-4b65-9a16-f814b3aebf21, boolean, 00
damagedelay.entity:f22a44ac-3544-45ed-92b3-ab3d3ff5fc2b, boolean, 00
damagedelay.entity:f3f8636e-5bdc-466d-aa18-0aa564442778, boolean, 00
damagedelay.entity:fb9fc467-c1eb-484a-bcfc-6bc5b82f8af8, boolean, 00
damagedelay.lip4475, boolean, 00
damagedelay.p_latina, boolean, 00
damagedelay.tormes, boolean, 00
firefighting, boolean, 01
healed.allkuu, boolean, 00
healed.chamchi9925, boolean, 00
healed.lip4475, boolean, 01
healed.p_latina, boolean, 01
healed.tormes, boolean, 01
healedcount.allkuu, long, 0000000000000000
healedcount.chamchi9925, long, 0000000000000000
healedcount.lip4475, long, 0000000000000001
healedcount.p_latina, long, 0000000000000003
healedcount.tormes, long, 0000000000000002
healtbar.status, boolean, 01
healthbar.style, long, 0000000000000003
homes::53fbba9a-e086-4f2c-a68e-24a39c5d085c::a, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0913D6CC149DF670179094040800000000000017A09C08766D25FD16FD305706974636808411429910379617708C2175744
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::build, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094079A80000000000017909405B400000000000017A094042C000000000000570697463680841889C260379617708C30677CD
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::now, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809404C8D16E05081FA0179094059000000000000017A094045CD92D148299605706974636808C08E8D2C037961770841100938
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::old_1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C058132B734B93060179094050000000000000017A09C08DEB07637EA13305706974636808C085A20B037961770842B6DA20
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::old_2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08E88598058BE80017909404C800000000000017A09C08AF3FA3A6606880570697463680840DEC0060379617708C2B0B1DD
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809403EC5F147CF5B570179094059000000000000017A09404AEE03722D666705706974636808BF23D4A00379617708C08AC000
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::a, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08F174F5DE0E1B1017909404C800000000000017A09C08AE20C5B797FB5057069746368083FF8B33C0379617708C2AC8D8C
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::b, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094056942F417C913F0179094059000000000000017A09402C178ADD1B7978057069746368083E7DCCA8037961770842B5556E
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::c, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940498425EDFAECE40179094059000000000000017A0940493AB00CB4754C057069746368083FF2E6EA0379617708C2C2B106
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::chunk, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C093DFDF29D948E0017909404F000000000000017A09C08424ACF4A878130570697463680840EA15020379617708C2DADD4E
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::d, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0912CF6DFA12A970179094040800000000000017A09C08775D87EC2940705706974636808C14929720379617708C306B0D3
i, double, 4010000000000000
iscooltime, boolean, 00
loc, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809405DE000000000000179094057A00000000000017A09405D2000000000000570697463680800000000037961770800000000
mob::zombie, entitytype, 8206616D6F756E7403000000010464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
novice, string, 800CC2A76C4E6F76696365C2A772
pathpoint, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940584000000000000179094050400000000000017A0940390000000000000570697463680800000000037961770800000000
prefix::<none>, string, 8011C2A7365B3C6E6F6E653EC2A7365DC2A766
prefix::tormes, string, 800FC2A7335B74657374C2A7335DC2A766
ranger, string, 800FC2A736C2A76C52616E676572C2A772
ridinggolemloc, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940438374D45AE558017909404F800000000000017A09403FD9B2C135E7E505706974636808000000000379617708435D8BD6
spa, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940588000000000000179094059000000000000017A0940578000000000000570697463680800000000037961770800000000
spawn, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940598000000000000179094057800000000000017A09405A8000000000000570697463680800000000037961770843870000
spawnpoint, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940510000000000000179094059000000000000017A09C055F6679ECD9C220570697463680800000000037961770800000000
spawnpointa, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940588000000000000179094059000000000000017A0940578000000000000570697463680800000000037961770800000000
spawnpointb, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940080000000000000179094059000000000000017A09401C0000000000000570697463680800000000037961770800000000
spb, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940080000000000000179094059000000000000017A09401C0000000000000570697463680800000000037961770800000000
square, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094033000000000000017909404F800000000000017A09403C0000000000000570697463680800000000037961770800000000
stopwave, boolean, 00
target, block, 8405776F726C6480FF0000000181046E616D65208005776F726C64017803000000770179030000005D017A0300000074
testl, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08F540000000000017909404C400000000000017A09C08A6400000000000570697463680800000000037961770800000000
this.number, long, 0000000000000003
warrior, string, 8010C2A738C2A76C57617272696F72C2A772
wavecount, long, 0000000000000007
waves::1, entitytype, 8206616D6F756E74030000000A0464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
waves::2, long, 0000000000000003
waves::3, entitytype, 8206616D6F756E74030000000A0464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E030000002E0D696E666F2E636F64654E616D65208008736B656C65746F6E
waves::4, entitytype, 8206616D6F756E7403000000050464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E030000001B0D696E666F2E636F64654E616D65208006737069646572
wavetime, long, 000000000000003C
wholewaves::1, entitytype, 8206616D6F756E74030000000A0464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
wingman, string, 8011C2A762C2A76C57696E67204D616EC2A772
wizard, string, 800FC2A739C2A76C57697A617264C2A772
zom, entitydata, 8506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000207554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
zom::1, entitydata, 8506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000207554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
zom::2, entitydata, 8506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000207554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E030000002E0D696E666F2E636F64654E616D65208008736B656C65746F6E
zombie, entitydata, 8506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000207554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
"{waves::*} +", entitytype, 8206616D6F756E7403000000050464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E030000002E0D696E666F2E636F64654E616D65208008736B656C65746F6E
"{waves::2} +", entitytype, 8206616D6F756E7403000000050464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E030000002E0D696E666F2E636F64654E616D65208008736B656C65746F6E

