# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

damagedelay.entity:2397464a-97d9-426b-96d4-ac21600985ab, boolean, 00
damagedelay.entity:247c5c0e-eb16-47b0-b3ee-6533e2eaabd6, boolean, 00
damagedelay.entity:24883848-b61f-4627-93e9-b93747d9de8b, boolean, 00
damagedelay.entity:25899697-f074-45e7-b13a-b42456d683ec, boolean, 00
damagedelay.entity:26150a29-36d3-4fc8-b371-b7e5f03e53fb, boolean, 00
damagedelay.entity:26b2f16b-0768-4fe9-a8d9-d99407f5829c, boolean, 00
damagedelay.entity:26ec91c2-6d18-4669-bfd8-928b5d74f8cd, boolean, 00
damagedelay.entity:26f15835-b86d-4f34-9a9c-6ecd5cdf5eb4, boolean, 00
damagedelay.entity:27506733-066c-4570-a237-180766494270, boolean, 00
damagedelay.entity:28c5b364-9ea9-4b53-bee9-3f4433c98dd1, boolean, 00
damagedelay.entity:29eb8504-70f7-4a5e-b7fb-81218fdfa029, boolean, 00
damagedelay.entity:2ac97408-0d2e-4b93-a463-5de9f71d36e7, boolean, 00
damagedelay.entity:2b09f63d-6974-4b79-a658-c2e401538a6c, boolean, 00
damagedelay.entity:2b276cb1-1e4e-48fe-b951-db8314b0cfd8, boolean, 00
damagedelay.entity:2f0bd5a4-22e8-4052-8c54-33ed29491389, boolean, 00
damagedelay.entity:317c027c-9778-4d44-801a-d065b3109ab9, boolean, 00
damagedelay.entity:31ce829c-c305-450c-b871-730a47503054, boolean, 00
damagedelay.entity:32e1b47f-03b5-46a1-a771-bba2c0887e3b, boolean, 00
damagedelay.entity:34291bce-1890-490e-b8ba-64ffe07f336e, boolean, 00
damagedelay.entity:342dcffa-c7f9-4c55-8a2d-c001e01e84a7, boolean, 00
damagedelay.entity:34a35eb5-0a0b-40d2-bb49-20518725c7ba, boolean, 00
damagedelay.entity:36b23226-4363-4059-8c44-140f8562094d, boolean, 00
damagedelay.entity:37406283-779b-4639-b9b4-66e8e40f2f0f, boolean, 00
damagedelay.entity:3871eb7b-9fa6-4956-a269-1b024f1f9aea, boolean, 00
damagedelay.entity:3a5872d0-cc38-4f70-9937-1e1a1e581953, boolean, 00
damagedelay.entity:3b254446-5df1-417a-b640-cd83b4d00d3f, boolean, 00
damagedelay.entity:3c4b2590-5fe2-47d7-bcb0-a959af770962, boolean, 00
damagedelay.entity:3db07b83-ae39-4320-9939-b3fda560ff5c, boolean, 00
damagedelay.entity:3e8b9d9b-450c-44db-9439-d9f416ee70bd, boolean, 00
damagedelay.entity:3fa23cac-faa8-48ab-a9ac-0565ff740bfa, boolean, 00
damagedelay.entity:3fdccba4-43ac-400b-a524-eb7f73c231a0, boolean, 00
damagedelay.entity:4045b4ce-4ba5-453d-b3f3-e4d022ec600a, boolean, 00
damagedelay.entity:410356b2-0777-4a6b-98e7-a63399799403, boolean, 00
damagedelay.entity:41804d5e-ab70-4ed5-ab43-eee1592baca9, boolean, 00
damagedelay.entity:4301b98e-d449-4a08-9a6a-6454cf41deb6, boolean, 00
damagedelay.entity:455b8d59-5506-4f18-a911-8556cfff60b6, boolean, 00
damagedelay.entity:4756fe79-c86c-4ad0-b863-b347aa3f35e6, boolean, 00
damagedelay.entity:476d082b-0a1a-4b53-845d-f8fe59fea024, boolean, 00
damagedelay.entity:49cf7e68-6bd7-4609-bde1-c40c72f3c350, boolean, 00
damagedelay.entity:49d067c6-a2a9-46f8-bcfc-3d5d44bc3f2a, boolean, 00
damagedelay.entity:49e5cab3-4d7b-423a-b3ba-a47bdd2fbb2f, boolean, 00
damagedelay.entity:4a96de4a-f8d7-4125-a843-436f73dedb07, boolean, 00
damagedelay.entity:4ba1a4ff-73cd-4fbe-b974-616877c89ea8, boolean, 00
damagedelay.entity:4e72bcbe-84bc-456a-9b53-3c76c9b457ac, boolean, 00
damagedelay.entity:4f47a474-e801-4df3-83dc-0df5022f8e0c, boolean, 00
damagedelay.entity:4f77e7da-c2db-4b4f-adbf-c6760b901861, boolean, 01
damagedelay.entity:4f87a025-fe78-4f39-8a8d-d408fc299a9b, boolean, 00
damagedelay.entity:500716c8-6940-4b39-93b2-02bd1c616a4c, boolean, 00
damagedelay.entity:51528dc6-0265-4ae6-afd3-b267476cbe21, boolean, 00
damagedelay.entity:5205905d-0f1d-409f-b0ab-f2502bd2911e, boolean, 00
damagedelay.entity:522ea2e5-c0e5-4a49-b664-bc4d74971ffc, boolean, 00
damagedelay.entity:52329ead-2575-4fd8-9c5f-ae4164a48008, boolean, 00
damagedelay.entity:531448f3-1b34-4860-958a-f29b1fad7a47, boolean, 00
damagedelay.entity:5373774f-73d2-4ca0-a3a6-169e050bba02, boolean, 00
damagedelay.entity:54bb03ea-2222-4d0f-8600-19ed523fdedd, boolean, 00
damagedelay.entity:5655be0b-07a1-4378-955c-06942e97814e, boolean, 00
damagedelay.entity:5698c5fc-8c14-44b1-8139-377b69665560, boolean, 00
damagedelay.entity:57a51508-69b0-4f01-a904-97f4aed79da7, boolean, 00
damagedelay.entity:58f1dd4f-562c-49bd-8ad3-36bc6e0568ae, boolean, 00
damagedelay.entity:5bb488c5-f963-4149-b38e-d132debf6b44, boolean, 00
damagedelay.entity:5fce164c-a794-4f7d-b692-8ade0de2142c, boolean, 01
damagedelay.entity:60ba3b89-5442-4305-b368-88c2c7bb5b41, boolean, 01
damagedelay.entity:614c6486-2826-48be-905f-a3b983d430e1, boolean, 00
damagedelay.entity:628efbb3-2896-4446-8aa5-8699a36be11d, boolean, 00
damagedelay.entity:63ea80b8-4cab-4317-a706-b210d7ade3bb, boolean, 00
damagedelay.entity:64ecd98a-3d9f-45cc-ae0d-df42b263ffb5, boolean, 00
damagedelay.entity:6546b879-8afc-42a8-9ade-62c69143d483, boolean, 00
damagedelay.entity:65555f76-141d-45cd-8626-196358417e42, boolean, 00
damagedelay.entity:66da4475-4fff-46f9-9b5f-ef3d91822d06, boolean, 00
damagedelay.entity:677a3b72-f3f7-4dd1-9072-31ec8d92b64a, boolean, 00
damagedelay.entity:6821a7d0-6389-4619-bd0d-eefdaadcf627, boolean, 00
damagedelay.entity:690f5a42-6b12-4947-9705-b438684ab722, boolean, 00
damagedelay.entity:69cda2fb-a9ae-46ab-8887-5e8adb3e51ac, boolean, 00
damagedelay.entity:6c090aad-4f0b-420b-9421-3a2bda74c67e, boolean, 00
damagedelay.entity:6e0960f0-1941-4f0c-ab0d-27b98c735951, boolean, 00
damagedelay.entity:6ebbeebb-6e09-4527-9cda-c48965e59558, boolean, 00
damagedelay.entity:6f03b4e9-7063-4926-8b02-fa4325536196, boolean, 00
damagedelay.entity:70c2ef22-1c1c-4da4-aa5f-7de9223cc8d9, boolean, 00
damagedelay.entity:70e33559-c19e-4085-a667-379d993bf2a8, boolean, 00
damagedelay.entity:71990631-ee50-4a28-b9ee-df9431947b3e, boolean, 00
damagedelay.entity:72cc4491-5d17-427c-9eed-bc2b4e39640a, boolean, 00
damagedelay.entity:76edba38-ec9c-4e0a-a4e8-1b0b25791058, boolean, 00
damagedelay.entity:7938062e-7601-432f-8e43-2d1bff403204, boolean, 00
damagedelay.entity:7b66e00e-738b-4bb6-9f40-aecf9b1dc084, boolean, 00
damagedelay.entity:7bb6f4ba-ae43-4316-a6b8-9af121662d85, boolean, 00
damagedelay.entity:7be59ff8-7c7d-447e-958f-892261f181ef, boolean, 00
damagedelay.entity:7ca3d6a8-f483-4a55-b076-491dc2d40162, boolean, 00
damagedelay.entity:7d951779-f7d6-4484-99e7-efe97aee548b, boolean, 00
damagedelay.entity:7dc050dd-55dd-4198-bb4c-ad29b664dfbc, boolean, 00
damagedelay.entity:7e5cd3da-8529-47db-a279-66794f9485df, boolean, 00
damagedelay.entity:7f753c7d-c1f5-4d32-8287-27e6d91a39c3, boolean, 00
damagedelay.entity:81f8f554-ee93-499c-8263-c25487c5be75, boolean, 00
damagedelay.entity:83018c32-68c8-43be-af8f-60709cb5d1c6, boolean, 00
damagedelay.entity:831459ce-4d25-492f-afbf-bf03f0632704, boolean, 00
damagedelay.entity:834a3783-47db-4585-b987-cd63b7c03a2f, boolean, 00
damagedelay.entity:83b5ad86-a457-44fa-84e5-236a0dddd7b9, boolean, 00
damagedelay.entity:843513c6-897c-46cc-b463-12ea6ae91ccb, boolean, 00
damagedelay.entity:85f46572-48fd-46f4-9469-35d335394890, boolean, 00
damagedelay.entity:888a2f06-388f-4be6-b7a5-67f084d21234, boolean, 00
damagedelay.entity:894d3bdd-af24-4c2d-85a1-1ac6ff402524, boolean, 00
damagedelay.entity:89768381-4bc4-40bd-aaa8-4f8e552583d3, boolean, 00
damagedelay.entity:8aa61527-3858-41a0-b886-6da0599ab3b8, boolean, 00
damagedelay.entity:8e76fa12-d08e-42d3-98d7-3e28a96f1697, boolean, 00
damagedelay.entity:8f7a2ed3-7bff-42ee-8d55-1cbc87d69a1b, boolean, 00
damagedelay.entity:902cb485-43da-4239-aa0a-a96e935dd59a, boolean, 00
damagedelay.entity:90b63537-2924-4a6f-b914-aac526fe3377, boolean, 00
damagedelay.entity:91711a53-a304-46ea-a424-5afd8b4328aa, boolean, 00
damagedelay.entity:924c67c3-93d5-4c1c-9d8b-ca94853d62e9, boolean, 00
damagedelay.entity:926da48d-4957-49d4-b1d5-cbc697200da7, boolean, 00
damagedelay.entity:92f664f4-8d48-4646-b6ce-5a7f0eeb1b8d, boolean, 00
damagedelay.entity:93b6d68d-da75-4ae9-b492-e0d4f92d951f, boolean, 00
damagedelay.entity:94303d5b-9dc6-49a7-b974-c3f543543c45, boolean, 00
damagedelay.entity:9488757a-4fa1-4956-9cbf-7da76b0fb052, boolean, 00
damagedelay.entity:96114a0c-14a3-416a-98ea-a45dc2569400, boolean, 00
damagedelay.entity:96165d40-7869-4162-a6d2-25f09341326d, boolean, 00
damagedelay.entity:990ea914-8f18-476e-9265-4587eb058796, boolean, 00
damagedelay.entity:9a2b2dd2-b246-46a3-beba-28aa3903e235, boolean, 00
damagedelay.entity:9a79e454-4e12-4b7c-93dd-8f39515d5ac7, boolean, 00
damagedelay.entity:9cd56d80-1e98-47fd-a275-9e43d2d2bec4, boolean, 00
damagedelay.entity:9d12aea5-c917-4766-990d-248dd0dfa512, boolean, 00
damagedelay.entity:9dc502b5-775a-4433-bb1e-5961f490c01b, boolean, 00
damagedelay.entity:a051588d-f846-4455-a16f-f2dd82578abb, boolean, 01
damagedelay.entity:a0e3f744-43bf-406f-ac9a-9f5f35dac3c5, boolean, 00
damagedelay.entity:a4aaf830-d97c-4e74-9ef7-1b7aa6ea8db3, boolean, 00
damagedelay.entity:a6339f95-78ea-4b78-972d-e927aaaf38d5, boolean, 00
damagedelay.entity:a67c90ff-38fd-42b7-bd44-4d43db427013, boolean, 00
damagedelay.entity:a7ace8a7-a82c-4b06-98e2-d44936aca39d, boolean, 00
damagedelay.entity:a8600d7d-97c2-4e03-855f-10abe9e87a96, boolean, 00
damagedelay.entity:aa9651db-d381-412d-8e1b-040045c73128, boolean, 00
damagedelay.entity:ad02a616-ec8b-49e0-947a-38bd186fd9de, boolean, 00
damagedelay.entity:ad64faca-d9b5-43f5-bba5-44d13efd675d, boolean, 00
damagedelay.entity:ad7e226c-40f0-403c-a691-9809a39b92ae, boolean, 00
damagedelay.entity:b00f3ea4-c390-4438-b1bd-ff25cc7565a1, boolean, 00
damagedelay.entity:b0c34ff0-499c-44d6-ae8b-a2d644e3f8d1, boolean, 00
damagedelay.entity:b1018e18-0860-4bdb-8b5c-2d2fe58ed1a9, boolean, 00
damagedelay.entity:b1c054ad-1eb8-457c-b464-101c06e84e63, boolean, 00
damagedelay.entity:b1ef32cd-15ca-45d1-b6eb-9bffecf8c67a, boolean, 00
damagedelay.entity:b208f62a-a4e3-4ea4-a7da-856e6abb3322, boolean, 01
damagedelay.entity:b27534b9-3bde-4997-b7cc-2ab8f9d55b88, boolean, 00
damagedelay.entity:b60f03e3-1f64-48e9-8372-dca32d93d9f7, boolean, 00
damagedelay.entity:b65b6c48-cd9e-4081-a980-c76b23b42b92, boolean, 00
damagedelay.entity:b799fdad-7f7d-4e87-b191-52bd8f5a9676, boolean, 00
damagedelay.entity:b7d389c0-46bb-4b2e-b8fd-90ebc4331947, boolean, 00
damagedelay.entity:b9371b47-f9bf-4bc0-b3be-e46efb9153f8, boolean, 01
damagedelay.entity:b9ca5ff9-08fb-468b-9790-18799596e5b8, boolean, 00
damagedelay.entity:b9ff2fec-fc34-4057-8a4c-2946ab74a9ec, boolean, 00
damagedelay.entity:be2608c0-a12f-4bd9-a35e-31f766972436, boolean, 00
damagedelay.entity:c02b8f27-b7a7-47d5-9d82-3a89614b4822, boolean, 00
damagedelay.entity:c1358523-0bff-48fe-98e9-767ac236949a, boolean, 00
damagedelay.entity:c1402391-44ee-4278-8161-c89e5f998351, boolean, 00
damagedelay.entity:c1c39ceb-11a6-4c20-a880-287216284751, boolean, 00
damagedelay.entity:c2965237-6802-46a5-b634-2ab43939232f, boolean, 00
damagedelay.entity:c37dbe76-57c4-4a23-8931-d02b5b464093, boolean, 00
damagedelay.entity:c411ae4d-54a8-4e51-99dc-4f081b00ff5d, boolean, 00
damagedelay.entity:c45768f4-2864-4942-97e7-29a1c847fdff, boolean, 00
damagedelay.entity:c53e2912-b41f-4389-bcf2-db48568f5c71, boolean, 00
damagedelay.entity:c619aa3a-1c0b-4105-b42d-4d097eea95a3, boolean, 00
damagedelay.entity:c669e209-efbc-49ea-9899-bcdbf25f6cab, boolean, 01
damagedelay.entity:c714c3f0-012f-4cd6-a025-0a4d43bc1733, boolean, 00
damagedelay.entity:c798d850-9640-42d7-9e77-aae72c615e0f, boolean, 00
damagedelay.entity:c8995bcb-1d86-49d5-ae15-562b97c01a97, boolean, 00
damagedelay.entity:c954635c-9ede-42da-8fcd-16ac51c8409f, boolean, 00
damagedelay.entity:c99f606e-b2bb-4506-b235-505eb36c90c9, boolean, 00
damagedelay.entity:c9fe0aee-d43d-4d98-9e73-2b3b821268f3, boolean, 00
damagedelay.entity:cb81f204-a792-4974-be6b-0b7bdb4fee92, boolean, 00
damagedelay.entity:ce67d758-5120-42f5-afba-343b9e5b494b, boolean, 00
damagedelay.entity:cf832a35-d700-4ece-b420-cde473543a6d, boolean, 00
damagedelay.entity:d1b86f0c-52e3-4353-8de6-5ac3e26b073d, boolean, 00
damagedelay.entity:d3cbba3c-76f5-47e0-b6f9-90b969577610, boolean, 00
damagedelay.entity:d40f508e-386c-4f2e-9393-5aba22f23d0b, boolean, 00
damagedelay.entity:d5e52999-a0a2-44b6-9993-fa5a11b64d93, boolean, 00
damagedelay.entity:d64766be-afa6-4537-b412-cb72c2a058ce, boolean, 00
damagedelay.entity:d663d176-bc47-4ed2-9d7f-c171d585b6d0, boolean, 00
damagedelay.entity:d76ccb44-e419-465c-888d-9805fb94367b, boolean, 00
damagedelay.entity:d7c9fd98-61c1-4248-ad2d-67ea50e86efc, boolean, 00
damagedelay.entity:d7ce2353-8d15-4fb6-b060-cc1592c3169a, boolean, 00
damagedelay.entity:d8418271-66f9-4405-b0a3-aa49c12513e0, boolean, 00
damagedelay.entity:d8f33827-2c48-4325-afb9-bee622b961c5, boolean, 00
damagedelay.entity:d94e06eb-e0db-4c70-90e8-0c0b81301376, boolean, 00
damagedelay.entity:da82b941-335e-4ff1-9246-237da6289c6c, boolean, 00
damagedelay.entity:da9e4362-3bbb-456b-9aa1-b1221aec43f3, boolean, 00
damagedelay.entity:db69ea97-39f9-487b-bc1c-c8af4916f376, boolean, 01
damagedelay.entity:dbcb1f1d-21c1-4724-a58a-0afe3b9b08fe, boolean, 00
damagedelay.entity:dc6219fb-620d-4fa4-858e-fc096a715021, boolean, 00
damagedelay.entity:def230ae-bf0f-4acc-89b2-3a06247e3c56, boolean, 00
damagedelay.entity:e0703d16-18a5-4a03-b70b-aceeffbc050e, boolean, 00
damagedelay.entity:e11c3ca5-6fef-47a9-960d-03c83af8ab7e, boolean, 00
damagedelay.entity:e264a420-31da-4b9a-b673-7ff3f21513c6, boolean, 00
damagedelay.entity:e26e42e2-e985-4d51-a1fb-319f1df9b398, boolean, 00
damagedelay.entity:e40d3150-e136-48d6-aec7-fa4301ec81ac, boolean, 01
damagedelay.entity:e475ffe2-0dc4-4d0e-a2bf-3dde28888c1c, boolean, 00
damagedelay.entity:e4a5fa37-9b5d-4441-8b42-8fb50180eb81, boolean, 00
damagedelay.entity:e50c0940-51bc-44dc-83ca-e7afc8645558, boolean, 00
damagedelay.entity:e638335d-cc1b-4de5-be13-a11412161cda, boolean, 00
damagedelay.entity:e6d8363a-0817-49b4-ae24-e1b145750a39, boolean, 00
damagedelay.entity:e741a627-8abb-4d53-b405-e9cac48fed13, boolean, 00
damagedelay.entity:e79e30dd-2522-43c2-8f08-d033c15d0fd2, boolean, 00
damagedelay.entity:e7b3492c-9dc2-471e-b0e6-b9572336dd36, boolean, 00
damagedelay.entity:ead24934-d8bc-4c4a-9d30-02c7175fe745, boolean, 00
damagedelay.entity:eaf35851-811f-454d-b1f0-ef1a999a7864, boolean, 00
damagedelay.entity:ebb66b11-b96d-422e-9d12-ac0dd22bfe97, boolean, 00
damagedelay.entity:ebbf2eeb-8722-440d-9958-da7c3ae08142, boolean, 00
damagedelay.entity:ec4655fa-8191-4c47-ac67-5dd17a63908a, boolean, 00
damagedelay.entity:eca12be8-5733-415e-9665-b17966f708ca, boolean, 00
damagedelay.entity:ef89848f-9289-404e-8d43-a4acab864e14, boolean, 00
damagedelay.entity:efc3948c-ebf0-4a98-b00c-c5d1a6b8a385, boolean, 00
damagedelay.entity:eff7f0de-8cab-4878-a249-63ae21d873ce, boolean, 00
damagedelay.entity:f2175940-d0ce-4b65-9a16-f814b3aebf21, boolean, 00
damagedelay.entity:f22a44ac-3544-45ed-92b3-ab3d3ff5fc2b, boolean, 00
damagedelay.entity:f2f2aad3-436b-4d31-ac67-ec14aa87c319, boolean, 00
damagedelay.entity:f36b3f7c-c777-4646-9ef2-8b566f4e9183, boolean, 00
damagedelay.entity:f3f8636e-5bdc-466d-aa18-0aa564442778, boolean, 00
damagedelay.entity:f853788d-79aa-4e48-915d-1cddf996c31a, boolean, 00
damagedelay.entity:f8af1b2e-fcf3-4797-a3bc-6f4a3eea83ef, boolean, 00
damagedelay.entity:fabdb996-c1f8-4337-a340-b332e31dd6d2, boolean, 00
damagedelay.entity:fb9fc467-c1eb-484a-bcfc-6bc5b82f8af8, boolean, 00
damagedelay.entity:fc578ec6-4a2b-4548-8707-d3ca2182bafc, boolean, 00
damagedelay.entity:feb5a12c-0e56-4600-a47e-940f4ef91062, boolean, 00
damagedelay.lip4475, boolean, 00
damagedelay.p_latina, boolean, 00
damagedelay.tormes, boolean, 00
damagedelay.za_q_, boolean, 00
fire, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800F6D696E6563726166743A73746F6E65076973416C6961730F0105706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A096974656D466C61677303000000000A6973416E797468696E670F000269640300000001086974656D466F726D0F0006616D6F756E7403FFFFFFFF046974656D000A676C6F62616C4D6574610005626C6F636B00
firefighting, boolean, 00
healed.allkuu, boolean, 00
healed.chamchi9925, boolean, 00
healed.lip4475, boolean, 01
healed.p_latina, boolean, 01
healed.tormes, boolean, 01
healed.za_q_, boolean, 01
healedcount.allkuu, long, 0000000000000000
healedcount.chamchi9925, long, 0000000000000000
healedcount.lip4475, long, 0000000000000001
healedcount.p_latina, long, 0000000000000003
healedcount.tormes, long, 0000000000000000
healedcount.za_q_, long, 0000000000000001
healtbar.status, boolean, 01
healthbar.style, long, 0000000000000003
homes::53fbba9a-e086-4f2c-a68e-24a39c5d085c::a, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0913D6CC149DF670179094040800000000000017A09C08766D25FD16FD305706974636808411429910379617708C2175744
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::build, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094079A80000000000017909405B400000000000017A094042C000000000000570697463680841889C260379617708C30677CD
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::now, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809404C8D16E05081FA0179094059000000000000017A094045CD92D148299605706974636808C08E8D2C037961770841100938
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::old_1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C058132B734B93060179094050000000000000017A09C08DEB07637EA13305706974636808C085A20B037961770842B6DA20
homes::a50f29af-9b4d-4074-bb74-fbba3d5d392d::old_2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08E88598058BE80017909404C800000000000017A09C08AF3FA3A6606880570697463680840DEC0060379617708C2B0B1DD
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809403EC5F147CF5B570179094059000000000000017A09404AEE03722D666705706974636808BF23D4A00379617708C08AC000
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::a, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08F174F5DE0E1B1017909404C800000000000017A09C08AE20C5B797FB5057069746368083FF8B33C0379617708C2AC8D8C
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::b, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940447E080D1EE8A10179094059000000000000017A094020CBDC4C435D47057069746368083F577F9C037961770842B4B218
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::c, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940498425EDFAECE40179094059000000000000017A0940493AB00CB4754C057069746368083FF2E6EA0379617708C2C2B106
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::chunk, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C093DFDF29D948E0017909404F000000000000017A09C08424ACF4A878130570697463680840EA15020379617708C2DADD4E
homes::bfb1f37d-dbc4-4a2d-99f4-cd9a5e23c576::d, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0912CF6DFA12A970179094040800000000000017A09C08775D87EC2940705706974636808C14929720379617708C306B0D3
i, double, 4010000000000000
iscooltime, boolean, 00
